entity,code,year,hydro_generation_twh,solar_generation_twh,wind_generation_twh,geo_biomass_other_twh,total_renewable_generation_twh,rank
Netherlands,NLD,2011,0.057000,0.100344,5.100171,7.083559,12.341074,37
South Korea,KOR,2011,4.597667,0.922697,0.862884,5.806806,12.190054,38
Thailand,THA,2011,7.934922,0.094440,0.005000,3.979047,12.013409,39
Ecuador,ECU,2011,11.133088,0.000058,0.003345,0.278200,11.414691,40
Ukraine,UKR,2011,10.943830,0.030100,0.089500,0.134000,11.197430,41
Iran,IRN,2011,10.684000,0.000700,0.212000,0.022000,10.918700,42
Malaysia,MYS,2011,8.056000,0.000000,0.000000,1.537535,9.593535,43
Belgium,BEL,2011,0.196000,1.169000,2.312000,4.699934,8.376934,44
Greece,GRC,2011,4.011000,0.610000,3.315000,0.207000,8.143000,45
Kazakhstan,KAZ,2011,7.883323,0.000000,0.000147,0.000000,7.883470,46
Taiwan,TWN,2011,3.999726,0.061623,1.492677,1.834563,7.388589,47
Czechia,CZE,2011,2.134100,2.118000,0.396800,2.705329,7.354229,48
Uzbekistan,UZB,2011,5.721300,0.000000,0.000000,0.000000,5.721300,49
Ireland,IRL,2011,0.706687,0.000542,4.381103,0.336097,5.424429,50
Croatia,HRV,2011,5.033000,0.000016,0.201000,0.055000,5.289016,51
Slovakia,SVK,2011,3.638000,0.397000,0.005000,0.819000,4.859000,52
Sri Lanka,LKA,2011,4.583892,0.008714,0.091620,0.031626,4.715852,53
Bulgaria,BGR,2011,2.917000,0.101000,0.861000,0.056000,3.935000,54
Slovenia,SVN,2011,3.562000,0.066000,0.000000,0.252000,3.880000,55
South Africa,ZAF,2011,3.063824,0.080300,0.037000,0.412000,3.593124,56
Iraq,IRQ,2011,3.399509,0.000000,0.000000,0.000000,3.399509,57
Latvia,LVA,2011,2.887000,0.000200,0.071000,0.120000,3.078200,58
Hungary,HUN,2011,0.222000,0.001000,0.626000,1.859000,2.708000,59
Morocco,MAR,2011,2.005400,0.000101,0.692200,0.000000,2.697701,60
Azerbaijan,AZE,2011,2.675800,0.000000,0.000000,0.000000,2.675800,61
North Macedonia,MKD,2011,1.433000,0.001173,0.000000,0.000000,1.434173,62
Estonia,EST,2011,0.030000,0.000200,0.368000,0.783000,1.181200,63
Lithuania,LTU,2011,0.479900,0.000100,0.475000,0.157000,1.112000,64
Bangladesh,BGD,2011,0.872000,0.058400,0.005100,0.003000,0.938500,65
Singapore,SGP,2011,0.000000,0.004895,0.000000,0.605185,0.610080,66
Algeria,DZA,2011,0.378000,0.018119,0.000000,0.000000,0.396119,67
Israel,ISR,2011,0.029000,0.192000,0.007000,0.073000,0.301000,68
Luxembourg,LUX,2011,0.063000,0.025744,0.064050,0.092979,0.245773,69
Cyprus,CYP,2011,0.000000,0.012000,0.114000,0.052000,0.178000,70
Belarus,BLR,2011,0.042000,0.000000,0.004000,0.095000,0.141000,71
Qatar,QAT,2011,0.000000,0.001094,0.000000,0.114844,0.115938,72
Hong Kong,HKG,2011,0.000000,0.003000,0.000868,0.043000,0.046868,73
United Arab Emirates,ARE,2011,0.000000,0.020696,0.000000,0.000000,0.020696,74
Saudi Arabia,SAU,2011,0.000000,0.005392,0.000000,0.000000,0.005392,75
Trinidad and Tobago,TTO,2011,0.000000,0.004004,0.000000,0.000000,0.004004,76
Turkmenistan,TKM,2011,0.003154,0.000457,0.000000,0.000000,0.003611,77
Oman,OMN,2011,0.000000,0.000000,0.000000,0.000000,0.000000,78
Kuwait,KWT,2011,0.000000,0.000000,0.000000,0.000000,0.000000,78
China,CHN,2012,862.794110,3.594510,103.049907,30.133000,999.571527,1
United States,USA,2012,274.030027,9.037014,142.244144,77.036102,502.347287,2
Brazil,BRA,2012,415.342176,0.000980,5.050000,35.765671,456.158827,3
Canada,CAN,2012,380.267136,0.880807,11.311488,10.913819,403.373250,4
India,IND,2012,115.776375,2.099000,27.432600,19.936000,165.243975,5
Russia,RUS,2012,163.454300,0.004212,0.005251,0.502849,163.966612,6
Norway,NOR,2012,141.738000,0.008900,1.548000,0.326000,143.620900,7
Germany,DEU,2012,21.755000,26.744000,51.680000,43.228400,143.407400,8
Japan,JPN,2012,77.099990,7.371903,4.727417,22.129982,111.329292,9
Sweden,SWE,2012,78.939000,0.019000,7.165000,12.194000,98.317000,10
Italy,ITA,2012,41.875000,18.861700,13.407100,18.078600,92.222400,11
Spain,ESP,2012,20.545000,11.965909,49.472000,4.977009,86.959918,12
France,FRA,2012,58.782451,4.016000,15.107985,6.347100,84.253536,13
Venezuela,VEN,2012,81.735540,0.005220,0.000000,0.000000,81.740760,14
Turkey,TUR,2012,57.865010,0.004258,5.860750,1.491272,65.221290,15
Vietnam,VNM,2012,53.305370,0.005896,0.040700,0.057000,53.408966,16
Austria,AUT,2012,43.847698,0.337483,2.462029,4.691266,51.338476,17
Colombia,COL,2012,47.581710,0.000000,0.054855,1.476059,49.112624,18
Mexico,MEX,2012,31.910688,0.069000,3.688310,6.760935,42.428933,19
United Kingdom,GBR,2012,5.309068,1.353764,19.847120,14.737997,41.247949,20
Switzerland,CHE,2012,38.604091,0.299000,0.088000,1.527000,40.518091,21
New Zealand,NZL,2012,22.896656,0.004823,2.079196,7.186680,32.167355,22
Argentina,ARG,2012,29.164399,0.008173,0.369862,1.484553,31.026987,23
Australia,AUS,2012,17.036000,2.412000,7.725000,3.097850,30.270850,24
Finland,FIN,2012,16.835253,0.005700,0.494300,11.101263,28.436516,25
Chile,CHL,2012,20.162024,0.000340,0.408387,5.983174,26.553925,26
Peru,PER,2012,22.031900,0.059700,0.001200,0.668000,22.760800,27
Indonesia,IDN,2012,12.799110,0.003010,0.004610,9.680670,22.487400,28
Philippines,PHL,2012,10.252134,0.001320,0.075339,10.432809,20.761602,29
Portugal,PRT,2012,5.622000,0.393000,10.260000,3.097000,19.372000,30
Iceland,ISL,2012,12.336530,0.000000,0.000000,5.209505,17.546035,31
Poland,POL,2012,2.037000,0.001100,4.747000,10.094300,16.879400,32
Romania,ROU,2012,12.066000,0.008000,2.640000,0.212000,14.926000,33
Egypt,EGY,2012,13.027500,0.504201,1.336203,0.000000,14.867904,34
Denmark,DNK,2012,0.017475,0.103861,10.269939,4.446006,14.837281,35
Thailand,THA,2012,8.431217,0.498475,0.017179,4.696402,13.643273,36
Iran,IRN,2012,12.502000,0.000700,0.283000,0.022600,12.808300,37
South Korea,KOR,2012,3.969038,1.126906,0.912760,6.578203,12.586907,38
Netherlands,NLD,2012,0.104388,0.253753,4.981829,7.203605,12.543575,39
Ecuador,ECU,2012,12.237723,0.000326,0.002398,0.296353,12.536800,40
Ukraine,UKR,2012,10.478630,0.333300,0.288200,0.134000,11.234130,41
Pakistan,PAK,2012,10.746540,0.065970,0.019000,0.000000,10.831510,42
Malaysia,MYS,2012,9.251000,0.007000,0.000000,1.501662,10.759662,43
Belgium,BEL,2012,0.357000,2.148000,2.751000,5.202093,10.458093,44
Greece,GRC,2012,4.403000,1.694000,3.850000,0.204000,10.151000,45
Taiwan,TWN,2012,5.669558,0.159870,1.413468,1.830332,9.073228,46
Czechia,CZE,2012,2.231500,2.173100,0.417300,3.361419,8.183319,47
Kazakhstan,KAZ,2012,7.637266,0.000021,0.002665,0.000000,7.639952,48
Uzbekistan,UZB,2012,6.354981,0.000000,0.000000,0.000000,6.354981,49
Slovakia,SVK,2012,4.008000,0.424000,0.006000,0.941000,5.379000,50
Bulgaria,BGR,2012,3.226000,0.814000,1.221000,0.066000,5.327000,51
Croatia,HRV,2012,4.837000,0.002000,0.329000,0.094000,5.262000,52
Ireland,IRL,2012,0.802349,0.000646,4.011200,0.439327,5.253522,53
Iraq,IRQ,2012,4.396909,0.000000,0.000000,0.000000,4.396909,54
Slovenia,SVN,2012,3.899000,0.163000,0.000000,0.267000,4.329000,55
Latvia,LVA,2012,3.700000,0.000200,0.108000,0.288000,4.096200,56
Sri Lanka,LKA,2012,3.302164,0.010008,0.146808,0.022173,3.481153,57
Hungary,HUN,2012,0.213000,0.008000,0.771181,1.655000,2.647181,58
Morocco,MAR,2012,1.631000,0.000101,0.728000,0.000000,2.359101,59
Azerbaijan,AZE,2012,1.821000,0.000000,0.000000,0.000000,1.821000,60
South Africa,ZAF,2012,1.018510,0.086000,0.037000,0.422600,1.564110,61
Estonia,EST,2012,0.042000,0.000300,0.434000,1.001000,1.477300,62
Lithuania,LTU,2012,0.422300,0.002300,0.540100,0.218000,1.182700,63
North Macedonia,MKD,2012,1.041000,0.002836,0.000000,0.000000,1.043836,64
Bangladesh,BGD,2012,0.777000,0.090900,0.005100,0.004000,0.877000,65
Singapore,SGP,2012,0.000000,0.008193,0.000000,0.635713,0.643906,66
Israel,ISR,2012,0.033000,0.369000,0.006000,0.076000,0.484000,67
Algeria,DZA,2012,0.389000,0.026723,0.000000,0.000000,0.415723,68
Luxembourg,LUX,2012,0.098302,0.038277,0.077466,0.094011,0.308056,69
Cyprus,CYP,2012,0.000000,0.022000,0.185000,0.050000,0.257000,70
Belarus,BLR,2012,0.072000,0.000000,0.006000,0.095000,0.173000,71
Qatar,QAT,2012,0.000000,0.001094,0.000000,0.114844,0.115938,72
Hong Kong,HKG,2012,0.000000,0.003000,0.001053,0.041000,0.045053,73
Saudi Arabia,SAU,2012,0.000000,0.025637,0.000000,0.000000,0.025637,74
United Arab Emirates,ARE,2012,0.000000,0.024242,0.000000,0.000000,0.024242,75
Turkmenistan,TKM,2012,0.003154,0.000981,0.000000,0.000000,0.004135,76
Trinidad and Tobago,TTO,2012,0.000000,0.004004,0.000000,0.000000,0.004004,77
Kuwait,KWT,2012,0.000000,0.000000,0.000000,0.000000,0.000000,78
Oman,OMN,2012,0.000000,0.000000,0.000000,0.000000,0.000000,78
China,CHN,2013,909.612273,8.373887,138.264133,37.133000,1093.383293,1
United States,USA,2013,266.549849,16.039695,169.535096,80.665532,532.790172,2
Brazil,BRA,2013,390.992014,0.004794,6.575863,40.971846,438.544517,3
Canada,CAN,2013,391.788872,1.498990,11.145443,11.035611,415.468916,4
India,IND,2013,131.983020,3.433000,30.007400,22.478000,187.901420,5
Russia,RUS,2013,181.151100,0.010800,0.004473,0.481527,181.647900,6
Germany,DEU,2013,22.998000,30.621000,52.737000,45.593000,151.949000,7
Norway,NOR,2013,128.154000,0.009800,1.881000,0.396000,130.440800,8
Japan,JPN,2013,79.331571,12.908782,5.133169,23.176701,120.550223,9
Italy,ITA,2013,52.774000,21.588600,14.897000,22.749300,112.008900,10
Spain,ESP,2013,36.779898,13.110889,55.767130,5.290421,110.948338,11
France,FRA,2013,70.844045,4.735000,16.054344,7.809870,99.443259,12
Sweden,SWE,2013,61.361000,0.035000,9.842000,11.450000,82.688000,13
Venezuela,VEN,2013,81.495980,0.005360,0.088270,0.000000,81.589610,14
Turkey,TUR,2013,59.420510,0.006785,7.557450,2.242158,69.226903,15
Vietnam,VNM,2013,57.819688,0.005896,0.068900,0.058000,57.952484,16
United Kingdom,GBR,2013,4.701509,2.010262,28.397152,18.104890,53.213813,17
Austria,AUT,2013,42.016720,0.625974,3.153232,4.710273,50.506199,18
Colombia,COL,2013,44.362790,0.000000,0.057625,1.346434,45.766849,19
Switzerland,CHE,2013,38.464717,0.500000,0.090000,1.607000,40.661717,20
Mexico,MEX,2013,28.021322,0.106000,4.184544,7.322261,39.634127,21
Australia,AUS,2013,19.089000,3.847400,9.259000,3.331650,35.527050,22
Argentina,ARG,2013,32.771379,0.015074,0.453355,1.606663,34.846471,23
New Zealand,NZL,2013,23.029073,0.006684,2.021870,7.578271,32.635898,24
Pakistan,PAK,2013,31.485884,0.144890,0.151372,0.000000,31.782146,25
Portugal,PRT,2013,13.730000,0.479140,12.014601,3.247583,29.471324,26
Chile,CHL,2013,19.907211,0.006757,0.545076,6.896006,27.355050,27
Indonesia,IDN,2013,16.922780,0.005500,0.000100,9.577520,26.505900,28
Finland,FIN,2013,12.800404,0.006500,0.773700,11.942632,25.523236,29
Peru,PER,2013,22.319600,0.196900,0.001200,0.960000,23.477700,30
Romania,ROU,2013,14.793500,0.420000,4.520000,0.252000,19.985500,31
Philippines,PHL,2013,10.019308,0.001414,0.065655,9.816571,19.902948,32
Iceland,ISL,2013,12.862843,0.000000,0.005485,5.244992,18.113320,33
Poland,POL,2013,2.439000,0.001500,6.004000,8.622100,17.066600,34
Denmark,DNK,2013,0.013419,0.517542,11.123275,4.313503,15.967739,35
Ukraine,UKR,2013,13.804810,0.570000,0.638600,0.101000,15.114410,36
Iran,IRN,2013,14.624000,0.000700,0.219000,0.019300,14.863000,37
Egypt,EGY,2013,13.236500,0.025437,1.576583,0.000000,14.838520,38
South Korea,KOR,2013,4.289267,1.667325,1.148179,7.344154,14.448925,39
Greece,GRC,2013,6.346000,3.648000,4.139000,0.216000,14.349000,40
Malaysia,MYS,2013,11.798700,0.141000,0.000000,1.103590,13.043290,41
Thailand,THA,2013,5.412084,1.257475,0.351304,5.626381,12.647244,42
Netherlands,NLD,2013,0.114312,0.515900,5.627148,5.954000,12.211360,43
Belgium,BEL,2013,0.380000,2.644000,3.665000,5.042400,11.731400,44
Ecuador,ECU,2013,11.038825,0.003664,0.056703,0.295788,11.394980,45
Czechia,CZE,2013,2.856400,2.070200,0.478300,3.995469,9.400369,46
Croatia,HRV,2013,8.622000,0.011294,0.517000,0.125000,9.275294,47
Taiwan,TWN,2013,5.422890,0.321096,1.640008,1.848401,9.232395,48
Kazakhstan,KAZ,2013,7.730763,0.000787,0.004549,0.000000,7.736099,49
Sri Lanka,LKA,2013,6.929243,0.014383,0.234582,0.026389,7.204597,50
Bulgaria,BGR,2013,4.080000,1.361000,1.374000,0.111713,6.926713,51
Uzbekistan,UZB,2013,6.270000,0.000000,0.000000,0.000000,6.270000,52
Slovakia,SVK,2013,4.744000,0.588000,0.006000,0.911000,6.249000,53
Ireland,IRL,2013,0.599497,0.000699,4.542332,0.480952,5.623480,54
Slovenia,SVN,2013,4.629000,0.215000,0.004000,0.261000,5.109000,55
Iraq,IRQ,2013,4.608721,0.046300,0.000000,0.000000,4.655021,56
Morocco,MAR,2013,2.785000,0.000101,1.214900,0.000000,4.000001,57
Latvia,LVA,2013,2.912000,0.000200,0.119000,0.502000,3.533200,58
Hungary,HUN,2013,0.213000,0.025000,0.717905,1.832000,2.787905,59
South Africa,ZAF,2013,1.103916,0.243000,0.037000,0.477700,1.861616,60
North Macedonia,MKD,2013,1.583967,0.009051,0.000000,0.000000,1.593018,61
Azerbaijan,AZE,2013,1.489100,0.000800,0.000800,0.067000,1.557700,62
Lithuania,LTU,2013,0.521200,0.044800,0.602700,0.357000,1.525700,63
Estonia,EST,2013,0.026000,0.001400,0.529000,0.667000,1.223400,64
Bangladesh,BGD,2013,0.728379,0.129563,0.005081,0.004993,0.868016,65
Singapore,SGP,2013,0.000000,0.012556,0.000000,0.705713,0.718269,66
Israel,ISR,2013,0.027700,0.494100,0.006000,0.043000,0.570800,67
Luxembourg,LUX,2013,0.119195,0.073738,0.083027,0.094211,0.370171,68
Cyprus,CYP,2013,0.000000,0.047000,0.231000,0.049000,0.327000,69
Belarus,BLR,2013,0.138000,0.000400,0.008000,0.082000,0.228400,70
Algeria,DZA,2013,0.099000,0.028600,0.000000,0.000000,0.127600,71
Qatar,QAT,2013,0.000000,0.003751,0.000000,0.114844,0.118595,72
United Arab Emirates,ARE,2013,0.000000,0.085423,0.001489,0.000100,0.087012,73
Saudi Arabia,SAU,2013,0.000000,0.042475,0.000000,0.000000,0.042475,74
Hong Kong,HKG,2013,0.000000,0.003000,0.000836,0.036000,0.039836,75
Turkmenistan,TKM,2013,0.003154,0.001849,0.000000,0.000000,0.005003,76
Trinidad and Tobago,TTO,2013,0.000000,0.004004,0.000000,0.000000,0.004004,77
Oman,OMN,2013,0.000000,0.001200,0.000000,0.000000,0.001200,78
Kuwait,KWT,2013,0.000000,0.000182,0.000000,0.000000,0.000182,79
China,CHN,2014,1059.691670,23.512160,159.762700,46.268220,1289.234750,1
United States,USA,2014,255.750580,29.216162,183.490184,84.070229,552.527155,2
Brazil,BRA,2014,373.439061,0.016082,12.210252,47.079183,432.744578,3
Canada,CAN,2014,382.501379,2.120201,12.817070,9.795245,407.233895,4
India,IND,2014,138.996293,4.909000,33.454900,24.676000,202.036193,5
Russia,RUS,2014,173.394500,0.160000,0.096106,0.554400,174.205006,6
Germany,DEU,2014,19.587000,34.558000,58.497000,48.385000,161.027000,7
Norway,NOR,2014,135.439000,0.011600,2.217000,0.258000,137.925600,8
Japan,JPN,2014,81.708578,23.548166,5.013972,23.627681,133.898397,9
Italy,ITA,2014,58.545000,22.306400,15.178300,24.648700,120.678400,10
Spain,ESP,2014,39.169000,13.673027,52.013000,5.414057,110.269084,11
France,FRA,2014,62.829519,5.913000,17.250189,8.320374,94.313082,12
Sweden,SWE,2014,63.763000,0.047000,11.234000,10.696000,85.740000,13
Venezuela,VEN,2014,80.360260,0.004660,0.109430,0.000000,80.474350,14
United Kingdom,GBR,2014,5.887849,4.054062,31.959245,22.621246,64.522402,15
Vietnam,VNM,2014,62.164936,0.006669,0.068900,0.059000,62.299505,16
Mexico,MEX,2014,38.892769,0.221000,6.426197,7.136634,52.676600,17
Turkey,TUR,2014,40.644700,0.017400,8.520050,3.446564,52.628714,18
Austria,AUT,2014,41.007238,0.785246,3.845768,4.561512,50.199764,19
Colombia,COL,2014,44.741963,0.000000,0.070230,1.728923,46.541116,20
Switzerland,CHE,2014,38.040051,0.842000,0.101000,1.671000,40.654051,21
New Zealand,NZL,2014,24.318061,0.018720,2.211224,8.363213,34.911218,22
Argentina,ARG,2014,32.416697,0.015944,0.619491,1.482859,34.534991,23
Pakistan,PAK,2014,32.376306,0.238108,0.313368,0.000000,32.927782,24
Australia,AUS,2014,14.484000,4.952000,9.777000,3.546362,32.759362,25
Portugal,PRT,2014,15.569000,0.627317,12.111384,3.254380,31.562081,26
Chile,CHL,2014,23.045078,0.458713,1.443120,4.989873,29.936784,27
Finland,FIN,2014,13.373939,0.008000,1.107200,11.707263,26.196402,28
Indonesia,IDN,2014,15.161290,0.006810,0.000000,10.261700,25.429800,29
Romania,ROU,2014,18.523500,1.295300,4.723600,0.505000,25.047400,30
Peru,PER,2014,22.210700,0.199300,0.257500,1.291000,23.958500,31
Poland,POL,2014,2.183000,0.007000,7.678000,9.977000,19.845000,32
Philippines,PHL,2014,9.137273,0.016517,0.152052,10.503812,19.809654,33
Iceland,ISL,2014,12.873015,0.000000,0.008386,5.238365,18.119766,34
Denmark,DNK,2014,0.015103,0.595517,13.078503,4.301853,17.990976,35
South Korea,KOR,2014,2.751419,2.693985,1.145557,10.856148,17.447109,36
Egypt,EGY,2014,13.587000,0.139549,1.028128,0.000000,14.754677,37
Iran,IRN,2014,14.504000,0.000700,0.200000,0.046600,14.751300,38
Malaysia,MYS,2014,13.388000,0.227000,0.000000,0.693000,14.308000,39
Thailand,THA,2014,5.163573,1.933475,0.396000,6.717463,14.210511,40
Belgium,BEL,2014,0.295200,2.886200,4.615300,4.425300,12.222000,41
Greece,GRC,2014,4.476000,3.792000,3.689000,0.220000,12.177000,42
Ecuador,ECU,2014,11.457896,0.016483,0.079742,0.399471,11.953592,43
Netherlands,NLD,2014,0.111925,0.784762,5.797334,5.013182,11.707203,44
Ukraine,UKR,2014,8.478270,0.429000,1.130200,0.130000,10.167470,45
Croatia,HRV,2014,9.007000,0.035000,0.730000,0.165000,9.937000,46
Czechia,CZE,2014,1.909200,2.122900,0.476500,4.661073,9.169673,47
Kazakhstan,KAZ,2014,8.262831,0.001239,0.013265,0.000000,8.277335,48
Taiwan,TWN,2014,4.317862,0.528762,1.500484,1.912524,8.259632,49
Bulgaria,BGR,2014,4.605000,1.252000,1.331000,0.200792,7.388792,50
Slovenia,SVN,2014,6.092000,0.257000,0.004000,0.259000,6.612000,51
Ireland,IRL,2014,0.708654,0.000946,5.140986,0.536249,6.386835,52
Slovakia,SVK,2014,4.319000,0.597000,0.006000,1.417000,6.339000,53
Uzbekistan,UZB,2014,6.185008,0.000000,0.000000,0.000000,6.185008,54
Sri Lanka,LKA,2014,4.562649,0.028084,0.272454,0.041393,4.904580,55
South Africa,ZAF,2014,1.795060,1.074961,1.066000,0.364211,4.300232,56
Morocco,MAR,2014,1.637400,0.000101,1.923800,0.000000,3.561301,57
Hungary,HUN,2014,0.301000,0.067000,0.656540,2.126000,3.150540,58
Iraq,IRQ,2014,2.835202,0.057300,0.000000,0.000000,2.892502,59
Latvia,LVA,2014,1.994000,0.000200,0.101000,0.669000,2.764200,60
Lithuania,LTU,2014,0.398200,0.073000,0.639100,0.399800,1.510100,61
Azerbaijan,AZE,2014,1.299700,0.002900,0.002300,0.087000,1.391900,62
Estonia,EST,2014,0.026700,0.003100,0.604000,0.740000,1.373800,63
North Macedonia,MKD,2014,1.206651,0.014382,0.070633,0.000000,1.291666,64
Israel,ISR,2014,0.012700,0.840400,0.005900,0.097500,0.956500,65
Singapore,SGP,2014,0.000000,0.027133,0.000000,0.741450,0.768583,66
Bangladesh,BGD,2014,0.566453,0.166947,0.005081,0.006015,0.744496,67
Luxembourg,LUX,2014,0.107788,0.094741,0.079876,0.115225,0.397630,68
Cyprus,CYP,2014,0.000000,0.083600,0.183900,0.050500,0.318000,69
United Arab Emirates,ARE,2014,0.000000,0.308431,0.002978,0.006000,0.317409,70
Algeria,DZA,2014,0.193000,0.060000,0.001000,0.000000,0.254000,71
Belarus,BLR,2014,0.121000,0.002000,0.009000,0.079000,0.211000,72
Qatar,QAT,2014,0.000000,0.006506,0.000000,0.114844,0.121350,73
Hong Kong,HKG,2014,0.000000,0.003000,0.000900,0.043000,0.046900,74
Saudi Arabia,SAU,2014,0.000000,0.045881,0.000000,0.000000,0.045881,75
Turkmenistan,TKM,2014,0.003154,0.003118,0.000000,0.000000,0.006272,76
Trinidad and Tobago,TTO,2014,0.000000,0.004488,0.000000,0.000000,0.004488,77
Kuwait,KWT,2014,0.000000,0.003278,0.000000,0.000000,0.003278,78
Oman,OMN,2014,0.000000,0.001200,0.000000,0.000000,0.001200,79
China,CHN,2015,1114.515410,39.480570,185.591440,54.070290,1393.657710,1
United States,USA,2015,246.453128,39.426263,192.644998,83.736265,562.260654,2
Brazil,BRA,2015,359.742808,0.058917,21.625702,49.880321,431.307748,3
Canada,CAN,2015,382.193257,2.894952,26.966391,9.987179,422.041779,4
India,IND,2015,133.282537,6.566380,32.741380,30.617342,203.207639,5
Germany,DEU,2015,18.977000,37.171000,80.624000,50.459000,187.231000,6
Russia,RUS,2015,167.993469,0.335600,0.148037,0.481200,168.958306,7
Japan,JPN,2015,85.765116,34.540172,5.222807,28.485175,154.013270,8
Norway,NOR,2015,137.302000,0.013400,2.515000,0.256000,140.086400,9
Italy,ITA,2015,44.105300,22.942200,14.843900,25.580700,107.472100,10
Sweden,SWE,2015,75.312000,0.097000,16.268000,10.765000,102.442000,11
Spain,ESP,2015,28.140000,13.858430,49.325000,5.764167,97.087597,12
France,FRA,2015,54.556958,7.263163,21.350168,8.844253,92.014542,13
Turkey,TUR,2015,67.145840,0.194120,11.652470,4.665543,83.657973,14
United Kingdom,GBR,2015,6.297269,7.532864,40.274720,29.258976,83.363829,15
Venezuela,VEN,2015,74.773880,0.003650,0.073540,0.000000,74.851070,16
Vietnam,VNM,2015,57.170844,0.006669,0.176700,0.070000,57.424213,17
Austria,AUT,2015,37.156866,0.937098,4.840343,4.662630,47.596937,18
Mexico,MEX,2015,30.891541,0.202198,8.745095,7.632154,47.470988,19
Colombia,COL,2015,44.681902,0.000000,0.068377,1.822900,46.573179,20
Switzerland,CHE,2015,38.261848,1.119000,0.110000,1.601000,41.091848,21
New Zealand,NZL,2015,24.529943,0.036600,2.364130,8.959386,35.890059,22
Australia,AUS,2015,14.086568,6.195524,11.833002,3.678062,35.793156,23
Argentina,ARG,2015,32.337470,0.014683,0.593335,1.517351,34.462839,24
Pakistan,PAK,2015,32.779471,0.381823,0.598594,0.079676,33.839564,25
Chile,CHL,2015,23.621507,1.360100,2.114648,5.566130,32.662385,26
Finland,FIN,2015,16.751515,0.011111,2.350505,11.317895,30.431026,27
Romania,ROU,2015,16.633000,1.982000,7.063000,0.524000,26.202000,28
Peru,PER,2015,23.687063,0.230255,0.594374,0.907000,25.418692,29
Portugal,PRT,2015,8.660506,0.796155,11.607638,3.307567,24.371866,30
Indonesia,IDN,2015,13.740530,0.005280,0.003700,10.518175,24.267685,31
Poland,POL,2015,1.832000,0.057000,10.858000,9.739000,22.486000,32
Philippines,PHL,2015,8.665078,0.138534,0.748414,11.411150,20.963176,33
South Korea,KOR,2015,2.145719,4.229723,1.342439,11.745787,19.463668,34
Denmark,DNK,2015,0.018031,0.604261,14.133092,4.200628,18.956012,35
Iceland,ISL,2015,13.780770,0.000000,0.010894,5.002982,18.794646,36
Egypt,EGY,2015,13.683500,0.042000,1.894545,0.000000,15.620045,37
Malaysia,MYS,2015,13.924000,0.273000,0.000000,0.751000,14.948000,38
Greece,GRC,2015,6.098000,3.900000,4.621000,0.231000,14.850000,39
Belgium,BEL,2015,0.318400,3.056300,5.574000,5.511700,14.460400,40
Thailand,THA,2015,3.760733,2.378000,0.328000,7.336832,13.803565,41
Netherlands,NLD,2015,0.093000,1.121509,7.549873,4.930000,13.694382,42
Ecuador,ECU,2015,13.096270,0.036058,0.098806,0.407751,13.638885,43
Iran,IRN,2015,13.252000,0.001500,0.141000,0.016300,13.410800,44
Kazakhstan,KAZ,2015,9.269190,0.046171,0.131722,0.000476,9.447559,45
Czechia,CZE,2015,1.794800,2.263800,0.572600,4.791685,9.422885,46
Taiwan,TWN,2015,4.470146,0.850268,1.525236,1.938306,8.783956,47
Bulgaria,BGR,2015,5.661000,1.383000,1.452000,0.270185,8.766185,48
Ireland,IRL,2015,0.806490,0.001617,6.574181,0.476242,7.858530,49
Croatia,HRV,2015,6.391000,0.057000,0.796000,0.266000,7.510000,50
Ukraine,UKR,2015,5.396320,0.476500,1.084400,0.145000,7.102220,51
Sri Lanka,LKA,2015,5.979890,0.048720,0.343210,0.057310,6.429130,52
South Africa,ZAF,2015,0.590616,2.399424,3.071000,0.316528,6.377568,53
Slovakia,SVK,2015,4.067000,0.506000,0.006000,1.662000,6.241000,54
Uzbekistan,UZB,2015,6.020495,0.000000,0.000000,0.000000,6.020495,55
Morocco,MAR,2015,1.885000,0.005700,2.519400,0.000000,4.410100,56
Slovenia,SVN,2015,3.808000,0.274000,0.006000,0.267000,4.355000,57
Hungary,HUN,2015,0.234000,0.141000,0.693000,2.161000,3.229000,58
Latvia,LVA,2015,1.868000,0.000200,0.147000,0.769000,2.784200,59
Iraq,IRQ,2015,2.546137,0.057305,0.000000,0.000000,2.603442,60
North Macedonia,MKD,2015,1.865193,0.022600,0.120767,0.020219,2.028779,61
Azerbaijan,AZE,2015,1.637500,0.004600,0.004600,0.090900,1.737600,62
Lithuania,LTU,2015,0.349600,0.073300,0.810300,0.446500,1.679700,63
Estonia,EST,2015,0.027000,0.005900,0.715100,0.779000,1.527000,64
Israel,ISR,2015,0.024500,1.216200,0.006700,0.070200,1.317600,65
Bangladesh,BGD,2015,0.898146,0.198389,0.005081,0.002682,1.104298,66
Singapore,SGP,2015,0.000000,0.048733,0.000000,0.812286,0.861019,67
Luxembourg,LUX,2015,0.099253,0.103721,0.101848,0.125964,0.430786,68
Cyprus,CYP,2015,0.000000,0.126659,0.221857,0.051236,0.399752,69
United Arab Emirates,ARE,2015,0.000000,0.309215,0.001489,0.006000,0.316704,70
Belarus,BLR,2015,0.111000,0.009000,0.039000,0.094000,0.253000,71
Algeria,DZA,2015,0.145000,0.058000,0.019000,0.000000,0.222000,72
Qatar,QAT,2015,0.000000,0.006506,0.000000,0.114844,0.121350,73
