entity,code,year,hydro_generation_twh,solar_generation_twh,wind_generation_twh,geo_biomass_other_twh,total_renewable_generation_twh,rank
Portugal,PRT,2020,12.083000,1.691000,12.299000,4.007000,30.080000,33
Poland,POL,2020,2.117988,1.957916,15.800049,7.541595,27.417548,34
Thailand,THA,2020,4.539848,5.160099,3.680055,11.701059,25.081061,35
Iran,IRN,2020,23.205000,0.636022,1.126000,0.010715,24.977737,36
Ecuador,ECU,2020,24.333260,0.037760,0.077100,0.470580,24.918700,37
Romania,ROU,2020,15.380857,1.733000,6.945000,0.546537,24.605394,38
Egypt,EGY,2020,14.903500,2.836507,6.848341,0.000000,24.588348,39
Denmark,DNK,2020,0.017064,1.180532,16.330214,5.923860,23.451670,40
Belgium,BEL,2020,0.266900,5.105400,12.763600,5.274900,23.410800,41
Philippines,PHL,2020,7.192019,1.372604,1.026450,12.017831,21.608904,42
Iceland,ISL,2020,13.156972,0.000000,0.006660,5.960602,19.124234,43
Greece,GRC,2020,3.302280,4.446854,9.310104,0.453554,17.512792,44
Ukraine,UKR,2020,7.563803,5.369200,3.264300,0.755400,16.952703,45
South Africa,ZAF,2020,0.694949,8.291375,6.990339,0.432516,16.409179,46
Ireland,IRL,2020,0.933401,0.063780,11.549420,0.937376,13.483977,47
Taiwan,TWN,2020,3.019152,6.074674,2.308872,1.971305,13.374003,48
Kazakhstan,KAZ,2020,9.659646,1.237470,1.028661,0.006527,11.932304,49
Czechia,CZE,2020,2.142300,2.233100,0.699100,5.091700,10.166200,50
Croatia,HRV,2020,5.662400,0.095500,1.720700,1.072000,8.550600,51
Bulgaria,BGR,2020,2.869209,1.480856,1.477131,1.699341,7.526537,52
Morocco,MAR,2020,0.867637,1.519834,4.591891,0.000000,6.979362,53
Slovakia,SVK,2020,4.517000,0.663000,0.004000,1.673000,6.857000,54
Sri Lanka,LKA,2020,4.995661,0.652022,0.486559,0.117822,6.252064,55
Slovenia,SVN,2020,4.934060,0.368196,0.006251,0.277377,5.585884,56
Hungary,HUN,2020,0.244000,2.459000,0.655000,2.171000,5.529000,57
Uzbekistan,UZB,2020,4.999217,0.006846,0.000000,0.000000,5.006063,58
United Arab Emirates,ARE,2020,0.000000,4.565416,0.000000,0.006016,4.571432,59
Israel,ISR,2020,0.000000,4.163000,0.000000,0.203600,4.366600,60
Latvia,LVA,2020,2.604000,0.004847,0.178000,0.864798,3.651645,61
Iraq,IRQ,2020,3.082071,0.377577,0.000000,0.000000,3.459648,62
Estonia,EST,2020,0.030000,0.126912,0.844000,1.777000,2.777912,63
Lithuania,LTU,2020,0.300500,0.128800,1.551700,0.594100,2.575100,64
North Macedonia,MKD,2020,1.277143,0.023537,0.116885,0.057298,1.474863,65
Azerbaijan,AZE,2020,1.069500,0.047000,0.096100,0.100300,1.312900,66
Bangladesh,BGD,2020,0.700671,0.390089,0.005095,0.003030,1.098885,67
Belarus,BLR,2020,0.400000,0.170000,0.185000,0.268000,1.023000,68
Singapore,SGP,2020,0.000000,0.295108,0.000000,0.684829,0.979937,69
Luxembourg,LUX,2020,0.091602,0.161261,0.351135,0.371927,0.975925,70
Algeria,DZA,2020,0.049600,0.685000,0.007700,0.000000,0.742300,71
Cyprus,CYP,2020,0.000000,0.295608,0.240408,0.060632,0.596648,72
Oman,OMN,2020,0.000000,0.212038,0.104300,0.000000,0.316338,73
Saudi Arabia,SAU,2020,0.000000,0.207303,0.000000,0.000000,0.207303,74
Qatar,QAT,2020,0.000000,0.008387,0.000000,0.115159,0.123546,75
Hong Kong,HKG,2020,0.000000,0.007883,0.000800,0.074305,0.082988,76
Kuwait,KWT,2020,0.000000,0.058698,0.003652,0.000000,0.062350,77
Turkmenistan,TKM,2020,0.003163,0.006979,0.000000,0.000000,0.010142,78
Trinidad and Tobago,TTO,2020,0.000000,0.004684,0.000000,0.000000,0.004684,79
China,CHN,2021,1300.000000,327.000000,655.600000,169.931579,2452.531579,1
United States,USA,2021,257.690102,165.356566,383.603280,75.490266,882.140214,2
Brazil,BRA,2021,362.818451,16.752281,72.285975,54.959219,506.815926,3
Canada,CAN,2021,380.846282,5.161737,35.117034,9.695907,430.820960,4
India,IND,2021,160.325435,68.305811,68.094243,35.473618,332.199107,5
Germany,DEU,2021,19.100000,49.000000,117.700000,50.900000,236.700000,6
Russia,RUS,2021,214.533370,2.312040,2.584840,0.518672,219.948922,7
Japan,JPN,2021,77.636232,86.266270,8.249907,35.757640,207.910049,8
Norway,NOR,2021,143.090624,0.197023,11.767036,0.253189,155.307872,9
Spain,ESP,2021,29.566423,26.806073,62.353807,6.615242,125.341545,10
United Kingdom,GBR,2021,5.014900,12.384410,64.459510,40.007000,121.865820,11
France,FRA,2021,57.966536,14.605709,36.967339,11.192472,120.732056,12
Turkey,TUR,2021,55.695232,12.833868,31.137427,18.727449,118.393976,13
Italy,ITA,2021,43.056321,25.066979,20.618114,25.756252,114.497666,14
Sweden,SWE,2021,71.458437,1.449000,27.306502,13.329401,113.543340,15
Vietnam,VNM,2021,75.899472,25.770420,2.391613,0.158036,104.219541,16
Australia,AUS,2021,15.996178,31.193807,26.795876,3.344045,77.329906,17
Mexico,MEX,2021,34.722054,11.907885,20.902109,6.906034,74.438082,18
Colombia,COL,2021,59.858195,0.317322,0.059852,2.820817,63.056186,19
Venezuela,VEN,2021,61.221470,0.003080,0.083290,0.011070,61.318910,20
Indonesia,IDN,2021,24.697000,0.192620,0.437000,30.874500,56.201120,21
Austria,AUT,2021,42.851504,2.124906,6.751889,4.392519,56.120818,22
Chile,CHL,2021,16.533000,10.596327,9.481755,8.453711,45.064793,23
Pakistan,PAK,2021,37.685816,1.517089,3.432366,0.702144,43.337415,24
South Korea,KOR,2021,3.055118,21.815741,3.166891,15.214928,43.252678,25
Switzerland,CHE,2021,36.356100,3.006296,0.144604,1.926877,41.433877,26
Netherlands,NLD,2021,0.088889,11.435667,17.894152,10.798826,40.217534,27
Finland,FIN,2021,15.707071,0.308081,8.215152,13.605263,37.835567,28
Argentina,ARG,2021,19.597537,2.195563,12.937550,2.103897,36.834547,29
New Zealand,NZL,2021,24.223217,0.204857,2.642094,9.014577,36.084745,30
Malaysia,MYS,2021,32.355803,1.503817,0.000000,1.637709,35.497329,31
Peru,PER,2021,31.945000,0.875473,1.802000,0.578833,35.201306,32
Portugal,PRT,2021,11.853000,2.208000,13.225000,3.742000,31.028000,33
Poland,POL,2021,2.339000,3.949000,16.203000,7.616000,30.107000,34
Thailand,THA,2021,4.539992,5.242457,3.670000,12.982536,26.434985,35
Ecuador,ECU,2021,25.574610,0.036870,0.062010,0.414930,26.088420,36
Denmark,DNK,2021,0.016309,1.277918,16.031755,8.734226,26.060208,37
Romania,ROU,2021,16.900232,1.701000,6.576000,0.708676,25.885908,38
Egypt,EGY,2021,14.636906,2.828757,7.628819,0.000000,25.094482,39
Philippines,PHL,2021,9.331344,1.460960,1.244887,10.798091,22.835282,40
Belgium,BEL,2021,0.374356,5.608193,11.878860,4.916279,22.777688,41
Greece,GRC,2021,5.823792,5.167975,10.470926,0.177466,21.640159,42
Ukraine,UKR,2021,10.418119,6.326277,3.903418,0.778247,21.426061,43
Iceland,ISL,2021,13.824004,0.000000,0.006083,5.787858,19.617945,44
South Africa,ZAF,2021,1.401010,7.898075,8.188991,0.431334,17.919410,45
Iran,IRN,2021,14.882266,0.672790,1.130651,0.010686,16.696393,46
Taiwan,TWN,2021,3.468808,7.920296,2.242071,1.980124,15.611299,47
Kazakhstan,KAZ,2021,9.094987,1.291641,1.673604,0.004568,12.064800,48
Ireland,IRL,2021,0.747811,0.063606,9.712766,0.968646,11.492829,49
Croatia,HRV,2021,7.153081,0.097294,2.067320,1.185229,10.502924,50
Czechia,CZE,2021,2.408188,2.150681,0.601517,5.255897,10.416283,51
Bulgaria,BGR,2021,4.562523,1.489572,1.433223,1.694698,9.180016,52
Sri Lanka,LKA,2021,7.085865,0.761211,0.684473,0.128312,8.659861,53
Morocco,MAR,2021,0.818307,1.820206,5.106670,0.000000,7.745183,54
Slovakia,SVK,2021,4.229266,0.672096,0.003989,2.045549,6.950900,55
Hungary,HUN,2021,0.208048,3.793289,0.651231,2.217125,6.869693,56
Israel,ISR,2021,0.000000,5.425464,0.000000,0.248383,5.673847,57
Uzbekistan,UZB,2021,5.489336,0.049468,0.000246,0.000000,5.539050,58
Slovenia,SVN,2021,4.706957,0.302205,0.005535,0.298479,5.313176,59
United Arab Emirates,ARE,2021,0.000000,5.144477,0.000000,0.006000,5.150477,60
Latvia,LVA,2021,2.712000,0.004834,0.140000,0.820900,3.677734,61
Iraq,IRQ,2021,3.009780,0.376545,0.000000,0.000000,3.386325,62
Estonia,EST,2021,0.031054,0.252131,0.742159,2.115847,3.141191,63
Lithuania,LTU,2021,0.385031,0.123692,1.361427,0.553673,2.423823,64
North Macedonia,MKD,2021,1.451623,0.025293,0.103336,0.053818,1.634070,65
Azerbaijan,AZE,2021,1.277300,0.055200,0.091400,0.096600,1.520500,66
Singapore,SGP,2021,0.000000,0.396795,0.000000,0.759245,1.156040,67
Bangladesh,BGD,2021,0.681867,0.450689,0.005081,0.003021,1.140658,68
Belarus,BLR,2021,0.343000,0.285032,0.184495,0.267268,1.079795,69
Luxembourg,LUX,2021,0.105368,0.221306,0.339039,0.389763,1.055476,70
Saudi Arabia,SAU,2021,0.000000,0.830416,0.000000,0.000000,0.830416,71
Cyprus,CYP,2021,0.000000,0.473899,0.246478,0.041871,0.762248,72
Algeria,DZA,2021,0.009300,0.664000,0.010500,0.000000,0.683800,73
Oman,OMN,2021,0.000000,0.260730,0.104015,0.000000,0.364745,74
Qatar,QAT,2021,0.000000,0.008364,0.000000,0.114844,0.123208,75
Hong Kong,HKG,2021,0.000000,0.008085,0.000821,0.075525,0.084431,76
Kuwait,KWT,2021,0.000000,0.058538,0.003642,0.000000,0.062180,77
Turkmenistan,TKM,2021,0.005782,0.006960,0.000000,0.000000,0.012742,78
Trinidad and Tobago,TTO,2021,0.000000,0.004671,0.000000,0.000000,0.004671,79
